Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
G18NG-9732	Cgl0183	194601	195038	G18NG-9732-MONOMER
G18NG-12149	Cgl2544	2690774	2691568	G18NG-12149-MONOMER
G18NG-10981	Cgl1402	1472977	1474122	G18NG-10981-MONOMER
G18NG-12248	Cgl2631	2799536	2801038	G18NG-12248-MONOMER
G18NG-12089	Cgl2486	2631271	2632470	G18NG-12089-MONOMER
G18NG-10923	Cgl1345	1407556	1407873	G18NG-10923-MONOMER
G18NG-10709	Cgl1137	1185825	1187042	G18NG-10709-MONOMER
G18NG-12034	Cgl2435	2575979	2577214	G18NG-12034-MONOMER
G18NG-10885	Cgl1307	1372601	1373134	G18NG-10885-MONOMER
G18NG-10017	Cgl0460	481391	482668	G18NG-10017-MONOMER
G18NG-11985	Cgl2388	2530892	2531980	G18NG-11985-MONOMER
G18NG-10818	Cgl1245	1310432	1311097	G18NG-10818-MONOMER
G18NG-11707	Cgl2115	2232014	2232457	G18NG-11707-MONOMER
G18NG-10332	Cgl0770	806737	807939	G18NG-10332-MONOMER
G18NG-11892	Cgl2295	2427805	2428185	G18NG-11892-MONOMER
G18NG-11218	Cgl1633	1730163	1731542	G18NG-11218-MONOMER
G18NG-10737	Cgl1165	1222986	1223846	G18NG-10737-MONOMER
G18NG-10292	Cgl0730	748446	748817	G18NG-10292-MONOMER
G18NG-9711	Cgl0162	173548	175278	G18NG-9711-MONOMER
G18NG-11851	Cgl2257	2388839	2389873	G18NG-11851-MONOMER
G18NG-10669	Cgl1097	1143023	1143739	G18NG-10669-MONOMER
G18NG-12226	Cgl2610	2776766	2778505	G18NG-12226-MONOMER
G18NG-10217	Cgl0655	670472	670675	G18NG-10217-MONOMER
G18NG-11798	Cgl2206	2338746	2339141	G18NG-11798-MONOMER
G18NG-10683	Cgl1111	1157694	1158527	G18NG-10683-MONOMER
G18NG-10615	Cgl1043	1095716	1096093	G18NG-10615-MONOMER
G18NG-10158	Cgl0596	609747	610178	G18NG-10158-MONOMER
G18NG-11689	Cgl2097	2212638	2213273	G18NG-11689-MONOMER
G18NG-11709	Cgl2117	2234159	2234767	G18NG-11709-MONOMER
G18NG-10565	Cgl0993	1048525	1049046	G18NG-10565-MONOMER
G18NG-11199	Cgl1614	1712596	1713762	G18NG-11199-MONOMER
G18NG-10092	Cgl0530	547329	548087	G18NG-10092-MONOMER
G18NG-9964	Cgl0407	432123	433028	G18NG-9964-MONOMER
G18NG-10509	Cgl0939	995524	996126	G18NG-10509-MONOMER
G18NG-11628		2149356	2149571	G18NG-11628-MONOMER
G18NG-10526	Cgl0956	1014340	1014861	G18NG-10526-MONOMER
G18NG-9688	Cgl0138	151572	152372	G18NG-9688-MONOMER
G18NG-10015	Cgl0458	480621	481001	G18NG-10015-MONOMER
G18NG-9903	Cgl0346	365855	366841	G18NG-9903-MONOMER
G18NG-12208	Cgl2592	2753993	2756743	G18NG-12208-MONOMER
G18NG-11533	Cgl1941	2050321	2051109	G18NG-11533-MONOMER
G18NG-10434	Cgl0864	923135	923464	G18NG-10434-MONOMER
G18NG-10661	Cgl1089	1137960	1138862	G18NG-10661-MONOMER
G18NG-9835	Cgl0279	297064	297405	G18NG-9835-MONOMER
G18NG-11480		1991186	1991620	G18NG-11480-MONOMER
G18NG-11182	Cgl1597	1692272	1693258	G18NG-11182-MONOMER
G18NG-10370	Cgl0806	847727	848029	G18NG-10370-MONOMER
G18NG-9748	Cgl0199	216113	216712	G18NG-9748-MONOMER
G18NG-10489	Cgl0919	973139	974158	G18NG-10489-MONOMER
G18NG-11457		1976522	1976986	G18NG-11457-MONOMER
G18NG-9689	Cgl0140	152410	152817	G18NG-9689-MONOMER
G18NG-9665	Cgl0116	129486	130118	G18NG-9665-MONOMER
G18NG-11438	Cgl1846	1959762	1960196	G18NG-11438-MONOMER
G18NG-11414	Cgl1822	1933519	1934358	G18NG-11414-MONOMER
G18NG-12188	Cgl2572	2733453	2734352	G18NG-12188-MONOMER
G18NG-9603	Cgl0057	58087	58944	G18NG-9603-MONOMER
G18NG-11396	Cgl1804	1914722	1916233	G18NG-11396-MONOMER
G18NG-10645	Cgl1073	1121465	1121809	G18NG-10645-MONOMER
G18NG-12714	Cgl3093	3302997	3303617	G18NG-12714-MONOMER
G18NG-11371	Cgl1779	1882467	1883990	G18NG-11371-MONOMER
G18NG-11166	Cgl1581	1673263	1674105	G18NG-11166-MONOMER
G18NG-12635	Cgl3014	3216884	3217216	G18NG-12635-MONOMER
G18NG-11349	Cgl1757	1855058	1855240	G18NG-11349-MONOMER
G18NG-10472	Cgl0902	957841	958683	G18NG-10472-MONOMER
G18NG-12573	Cgl2952	3156304	3157374	G18NG-12573-MONOMER
G18NG-11328	Cgl1736	1830765	1832066	G18NG-11328-MONOMER
G18NG-9648	Cgl0099	107435	110893	G18NG-9648-MONOMER
G18NG-12524	Cgl2906	3106051	3106971	G18NG-12524-MONOMER
G18NG-11309	Cgl1717	1812881	1813609	G18NG-11309-MONOMER
G18NG-12156	Cgl2551	2698192	2699532	G18NG-12156-MONOMER
G18NG-12472	Cgl2854	3042504	3042707	G18NG-12472-MONOMER
G18NG-11287	Cgl1695	1797847	1797969	G18NG-11287-MONOMER
G18NG-12681	Cgl3060	3262146	3263225	G18NG-12681-MONOMER
G18NG-12405	Cgl2788	2973962	2974204	G18NG-12405-MONOMER
G18NG-11251	Cgl1666	1766484	1766948	G18NG-11251-MONOMER
G18NG-10622	Cgl1050	1099112	1099768	G18NG-10622-MONOMER
G18NG-12339	Cgl2722	2897526	2900327	G18NG-12339-MONOMER
G18NG-11141	Cgl1556	1644315	1645499	G18NG-11141-MONOMER
G18NG-11147	Cgl1562	1649364	1650122	G18NG-11147-MONOMER
G18NG-12293	Cgl2676	2842494	2843237	G18NG-12293-MONOMER
G18NG-11096	Cgl1513	1595841	1596221	G18NG-11096-MONOMER
G18NG-10453	Cgl0883	935351	936610	G18NG-10453-MONOMER
G18NG-12225	Cgl2609	2775738	2776880	G18NG-12225-MONOMER
G18NG-11045	Cgl1462	1538960	1539664	G18NG-11045-MONOMER
G18NG-9628	Cgl0079	86318	87244	G18NG-9628-MONOMER
G18NG-12133		2676941	2677381	G18NG-12133-MONOMER
G18NG-10961	Cgl1382	1450126	1450695	G18NG-10961-MONOMER
G18NG-12132	Cgl2528	2676241	2676903	G18NG-12132-MONOMER
G18NG-12081		2623804	2624052	G18NG-12081-MONOMER
G18NG-10920	Cgl1342	1405317	1406174	G18NG-10920-MONOMER
G18NG-12656	Cgl3035	3239333	3240175	G18NG-12656-MONOMER
G18NG-12027	Cgl2428	2570307	2571461	G18NG-12027-MONOMER
G18NG-10881	Cgl1303	1368400	1369554	G18NG-10881-MONOMER
G18NG-10596	Cgl1024	1075664	1075909	G18NG-10596-MONOMER
G18NG-11957	Cgl2360	2502736	2503359	G18NG-11957-MONOMER
G18NG-10812	Cgl1239	1303299	1303697	G18NG-10812-MONOMER
G18NG-10591	Cgl1019	1071476	1072441	G18NG-10591-MONOMER
G18NG-10324	Cgl0762	799697	800203	G18NG-10324-MONOMER
G18NG-11878	Cgl2281	2413569	2415122	G18NG-11878-MONOMER
G18NG-11115	Cgl1530	1614448	1616298	G18NG-11115-MONOMER
G18NG-10724		1206316	1206660	G18NG-10724-MONOMER
G18NG-10278	Cgl0716	736413	737207	G18NG-10278-MONOMER
G18NG-10429	Cgl0859	917928	919355	G18NG-10429-MONOMER
G18NG-11841	Cgl2247	2379427	2379774	G18NG-11841-MONOMER
G18NG-10663	Cgl1091	1139196	1139495	G18NG-10663-MONOMER
G18NG-9596	Cgl0051	51623	53095	G18NG-9596-MONOMER
G18NG-10204	Cgl0642	657202	658002	G18NG-10204-MONOMER
G18NG-11773	Cgl2181	2312361	2313812	G18NG-11773-MONOMER
G18NG-12103	Cgl2499	2650987	2651343	G18NG-12103-MONOMER
G18NG-10612	Cgl1040	1094693	1094914	G18NG-10612-MONOMER
G18NG-10147	Cgl0585	598194	599705	G18NG-10147-MONOMER
G18NG-12632	Cgl3011	3212589	3213935	G18NG-12632-MONOMER
G18NG-11677	Cgl2085	2201447	2201584	G18NG-11677-MONOMER
G18NG-10559	Cgl0987	1044474	1044959	G18NG-10559-MONOMER
G18NG-10568	Cgl0996	1050624	1051928	G18NG-10568-MONOMER
G18NG-10086	Cgl0524	541048	542082	G18NG-10086-MONOMER
G18NG-9955	Cgl0398	420866	421519	G18NG-9955-MONOMER
G18NG-11089	Cgl1506	1586809	1587504	G18NG-11089-MONOMER
G18NG-11594	Cgl2002	2115761	2116777	G18NG-11594-MONOMER
G18NG-10511	Cgl0941	996830	997456	G18NG-10511-MONOMER
G18NG-10408	Cgl0839	895593	896642	G18NG-10408-MONOMER
G18NG-10012	Cgl0455	478986	479303	G18NG-10012-MONOMER
G18NG-9894	Cgl0337	353746	354387	G18NG-9894-MONOMER
G18NG-9575	Cgl0030	30697	31680	G18NG-9575-MONOMER
G18NG-11521	Cgl1929	2035987	2036409	G18NG-11521-MONOMER
G18NG-10409	Cgl0840	896716	897144	G18NG-10409-MONOMER
G18NG-12074	Cgl2473	2618883	2619542	G18NG-12074-MONOMER
G18NG-9811		275891	276235	G18NG-9811-MONOMER
G18NG-11472		1985092	1985367	G18NG-11472-MONOMER
G18NG-12612	Cgl2991	3191920	3192243	G18NG-12612-MONOMER
G18NG-10359	Cgl0796	839630	840142	G18NG-10359-MONOMER
G18NG-9740	Cgl0191	211532	211768	G18NG-9740-MONOMER
G18NG-10538	Cgl0967	1029003	1030283	G18NG-10538-MONOMER
G18NG-11452		1973147	1973740	G18NG-11452-MONOMER
G18NG-9683	Cgl0134	147238	147573	G18NG-9683-MONOMER
G18NG-11066	Cgl1483	1562522	1563802	G18NG-11066-MONOMER
G18NG-11432	Cgl1840	1947067	1948650	G18NG-11432-MONOMER
G18NG-11410	Cgl1818	1930987	1931190	G18NG-11410-MONOMER
G18NG-10376	Cgl0811	852618	853619	G18NG-10376-MONOMER
G18NG-9594	Cgl0048	49894	50616	G18NG-9594-MONOMER
G18NG-11391	Cgl1799	1908782	1909498	G18NG-11391-MONOMER
G18NG-9546	Cgl0006	5354	7489	G18NG-9546-MONOMER
G18NG-12699	Cgl3078	3287077	3287298	G18NG-12699-MONOMER
G18NG-11365	Cgl1773	1868924	1871092	G18NG-11365-MONOMER
G18NG-12053	Cgl2454	2596046	2597716	G18NG-12053-MONOMER
G18NG-12623	Cgl3002	3204157	3204732	G18NG-12623-MONOMER
G18NG-11345	Cgl1753	1850471	1851049	G18NG-11345-MONOMER
G18NG-12591	Cgl2970	3172996	3173469	G18NG-12591-MONOMER
G18NG-12557	Cgl2939	3138632	3139456	G18NG-12557-MONOMER
G18NG-11323	Cgl1731	1825175	1825606	G18NG-11323-MONOMER
G18NG-11042	Cgl1459	1536224	1537030	G18NG-11042-MONOMER
G18NG-12515	Cgl2897	3097778	3097879	G18NG-12515-MONOMER
G18NG-11304	Cgl1712	1808458	1808835	G18NG-11304-MONOMER
G18NG-10348	Cgl0786	826616	829573	G18NG-10348-MONOMER
G18NG-12459	Cgl2842	3029505	3029786	G18NG-12459-MONOMER
G18NG-11283	Cgl1691	1795202	1795624	G18NG-11283-MONOMER
G18NG-12707	Cgl3086	3292533	3293501	G18NG-12707-MONOMER
G18NG-12391	Cgl2774	2958137	2959111	G18NG-12391-MONOMER
G18NG-11235		1750964	1751203	G18NG-11235-MONOMER
G18NG-12031	Cgl2432	2572657	2573865	G18NG-12031-MONOMER
G18NG-12336	Cgl2719	2892136	2893101	G18NG-12336-MONOMER
G18NG-11136	Cgl1551	1639656	1639820	G18NG-11136-MONOMER
G18NG-12567	Cgl2946	3151367	3151576	G18NG-12567-MONOMER
G18NG-12289	Cgl2672	2839563	2840720	G18NG-12289-MONOMER
G18NG-11078	Cgl1495	1574942	1575136	G18NG-11078-MONOMER
G18NG-11024	Cgl1441	1519601	1520032	MONOMER18HP-1 // G18NG-11024-MONOMER
G18NG-12198	Cgl2582	2744011	2744226	G18NG-12198-MONOMER
G18NG-11019	Cgl1437	1514971	1515159	G18NG-11019-MONOMER
G18NG-10319	Cgl0757	794714	795304	G18NG-10319-MONOMER
G18NG-12120	Cgl2516	2663438	2664064	G18NG-12120-MONOMER
G18NG-10952	Cgl1373	1438209	1440560	G18NG-10952-MONOMER
G18NG-12001	Cgl2404	2545316	2546788	G18NG-12001-MONOMER
G18NG-12076	Cgl2475	2620971	2622182	G18NG-12076-MONOMER
G18NG-10917	Cgl1339	1403128	1403994	G18NG-10917-MONOMER
G18NG-11653	Cgl2061	2172151	2173467	G18NG-11653-MONOMER
G18NG-12020		2562385	2562777	G18NG-12020-MONOMER
G18NG-10872	Cgl1299	1365214	1365396	G18NG-10872-MONOMER
G18NG-12542	Cgl2924	3124895	3125299	G18NG-12542-MONOMER
G18NG-11934	Cgl2337	2479380	2479766	G18NG-11934-MONOMER
G18NG-10801	Cgl1228	1293222	1294028	G18NG-10801-MONOMER
G18NG-11004	Cgl1422	1499931	1500698	G18NG-11004-MONOMER
G18NG-10318	Cgl0756	793008	794714	G18NG-10318-MONOMER
G18NG-11869	Cgl2272	2404524	2404850	G18NG-11869-MONOMER
G18NG-10293	Cgl0731	748883	753685	G18NG-10293-MONOMER
G18NG-10707	Cgl1135	1184280	1185158	G18NG-10707-MONOMER
G18NG-10268	Cgl0706	726467	726715	G18NG-10268-MONOMER
G18NG-11981	Cgl2384	2526234	2527211	G18NG-11981-MONOMER
G18NG-11836		2377482	2377727	G18NG-11836-MONOMER
G18NG-10631	Cgl1059	1108201	1108908	G18NG-10631-MONOMER
G18NG-11634	Cgl2042	2153058	2154194	G18NG-11634-MONOMER
G18NG-10180	Cgl0618	630148	630810	G18NG-10180-MONOMER
G18NG-11762	Cgl2170	2297867	2298442	G18NG-11762-MONOMER
G18NG-9993	Cgl0436	461112	462458	G18NG-9993-MONOMER
G18NG-10595	Cgl1022	1075357	1075644	G18NG-10595-MONOMER
G18NG-10141	Cgl0579	593935	594261	G18NG-10141-MONOMER
G18NG-12516	Cgl2898	3097902	3098573	G18NG-12516-MONOMER
G18NG-11668	Cgl2076	2190537	2191328	G18NG-11668-MONOMER
G18NG-10551	Cgl0979	1039783	1039980	G18NG-10551-MONOMER
G18NG-10977	Cgl1398	1468565	1469524	G18NG-10977-MONOMER
G18NG-10073		535896	536183	G18NG-10073-MONOMER
G18NG-9951	Cgl0394	417542	418354	G18NG-9951-MONOMER
G18NG-10271	Cgl0709	730436	731302	G18NG-10271-MONOMER
G18NG-11573	Cgl1981	2089858	2090664	G18NG-11573-MONOMER
G18NG-10492	Cgl0922	976349	977737	G18NG-10492-MONOMER
G18NG-11964	Cgl2367	2509521	2510831	G18NG-11964-MONOMER
G18NG-10000	Cgl0443	469370	470173	G18NG-10000-MONOMER
G18NG-9870		329748	329912	G18NG-9870-MONOMER
G18NG-11616	Cgl2024	2137933	2138664	G18NG-11616-MONOMER
G18NG-11507	Cgl1916	2017963	2018202	G18NG-11507-MONOMER
G18NG-10404	Cgl0835	884546	885388	G18NG-10404-MONOMER
G18NG-9974	Cgl0417	438516	439907	G18NG-9974-MONOMER
G18NG-9793		255489	255794	G18NG-9793-MONOMER
G18NG-11468		1983611	1983886	G18NG-11468-MONOMER
G18NG-12490	Cgl2872	3068141	3069931	G18NG-12490-MONOMER
G18NG-10356	Cgl0793	835253	835840	G18NG-10356-MONOMER
G18NG-9722	Cgl0173	185214	185645	G18NG-9722-MONOMER
G18NG-10957	Cgl1378	1447792	1448361	G18NG-10957-MONOMER
G18NG-11449		1969745	1970206	G18NG-11449-MONOMER
G18NG-9672	Cgl0123	135515	136321	G18NG-9672-MONOMER
G18NG-10249	Cgl0686	702081	703265	G18NG-10249-MONOMER
G18NG-11429	Cgl1837	1945592	1945891	G18NG-11429-MONOMER
G18NG-11407	Cgl1815	1928211	1928384	G18NG-11407-MONOMER
G18NG-11945	Cgl2348	2489571	2490155	G18NG-11945-MONOMER
G18NG-9571	Cgl0026	26819	28099	G18NG-9571-MONOMER
G18NG-11387	Cgl1795	1903110	1905878	G18NG-11387-MONOMER
G18NG-11599	Cgl2007	2120356	2121147	G18NG-11599-MONOMER
G18NG-12682	Cgl3061	3263238	3264119	G18NG-12682-MONOMER
G18NG-11362	Cgl1770	1867098	1867877	G18NG-11362-MONOMER
G18NG-9945	Cgl0388	410683	412548	G18NG-9945-MONOMER
G18NG-12610	Cgl2989	3190379	3191323	G18NG-12610-MONOMER
G18NG-11342	Cgl1750	1848988	1849788	G18NG-11342-MONOMER
G18NG-12470	Cgl2852	3040746	3041933	G18NG-12470-MONOMER
G18NG-12550	Cgl2932	3133116	3133751	G18NG-12550-MONOMER
G18NG-11320	Cgl1728	1822577	1824325	G18NG-11320-MONOMER
G18NG-10935	Cgl1356	1418876	1419751	G18NG-10935-MONOMER
G18NG-12507	Cgl2889	3088617	3090668	G18NG-12507-MONOMER
G18NG-11301	Cgl1709	1806917	1807399	G18NG-11301-MONOMER
G18NG-10231	Cgl0669	683873	684925	G18NG-10231-MONOMER
G18NG-12428	Cgl2811	2997961	2998224	G18NG-12428-MONOMER
G18NG-11278	Cgl1686	1790458	1790889	G18NG-11278-MONOMER
G18NG-11923	Cgl2326	2464345	2465772	G18NG-11923-MONOMER
G18NG-12382		2950208	2950435	G18NG-12382-MONOMER
G18NG-11224	Cgl1639	1740569	1741219	G18NG-11224-MONOMER
G18NG-11579	Cgl1987	2097377	2098375	G18NG-11579-MONOMER
G18NG-12324	Cgl2707	2877453	2877704	G18NG-12324-MONOMER
G18NG-11133	Cgl1548	1637081	1638445	G18NG-11133-MONOMER
G18NG-9925	Cgl0368	390233	390733	G18NG-9925-MONOMER
G18NG-12281	Cgl2664	2832086	2832670	G18NG-12281-MONOMER
G18NG-11071	Cgl1488	1566468	1567109	G18NG-11071-MONOMER
G18NG-12449	Cgl2832	3020559	3021203	G18NG-12449-MONOMER
G18NG-12183	Cgl2568	2728205	2729026	G18NG-12183-MONOMER
G18NG-10998	Cgl1416	1492147	1493112	G18NG-10998-MONOMER
G18NG-10902	Cgl1324	1388312	1389076	G18NG-10902-MONOMER
G18NG-12111	Cgl2507	2656972	2657634	G18NG-12111-MONOMER
G18NG-10941	Cgl1362	1426257	1427357	G18NG-10941-MONOMER
G18NG-10210	Cgl0648	661166	662020	G18NG-10210-MONOMER
G18NG-12066	Cgl2464	2611524	2612276	G18NG-12066-MONOMER
G18NG-10914		1400926	1401336	G18NG-10914-MONOMER
G18NG-11907	Cgl2310	2445717	2446997	G18NG-11907-MONOMER
G18NG-12017	Cgl2418	2561116	2561367	G18NG-12017-MONOMER
G18NG-10858	Cgl1285	1352585	1353454	G18NG-10858-MONOMER
G18NG-11560	Cgl1968	2073291	2076056	G18NG-11560-MONOMER
G18NG-11930	Cgl2333	2472891	2473481	G18NG-11930-MONOMER
G18NG-10787	Cgl1214	1279770	1280243	G18NG-10787-MONOMER
G18NG-9904	Cgl0347	366832	368646	G18NG-9904-MONOMER
G18NG-10309	Cgl0747	784635	785642	G18NG-10309-MONOMER
G18NG-11864	Cgl2267	2399159	2399401	G18NG-11864-MONOMER
G18NG-12432	Cgl2815	3001540	3002454	G18NG-12432-MONOMER
G18NG-10699	Cgl1127	1171206	1171874	G18NG-10699-MONOMER
G18NG-10261	Cgl0699	718105	718353	G18NG-10261-MONOMER
G18NG-10867	Cgl1294	1362923	1363138	G18NG-10867-MONOMER
G18NG-11824	Cgl2232	2367471	2367653	G18NG-11824-MONOMER
G18NG-10626	Cgl1054	1103180	1103527	G18NG-10626-MONOMER
G18NG-10191	Cgl0629	641133	642560	G18NG-10191-MONOMER
G18NG-10177	Cgl0615	626574	627539	G18NG-10177-MONOMER
G18NG-11739	Cgl2147	2270256	2270885	G18NG-11739-MONOMER
G18NG-11883	Cgl2286	2418988	2420310	G18NG-11883-MONOMER
G18NG-10584	Cgl1012	1064475	1064738	G18NG-10584-MONOMER
G18NG-10132	Cgl0570	580916	581221	G18NG-10132-MONOMER
G18NG-11540	Cgl1948	2057117	2057788	G18NG-11540-MONOMER
G18NG-9982	Cgl0425	447395	447670	G18NG-9982-MONOMER
G18NG-11662		2187160	2187345	G18NG-11662-MONOMER
G18NG-9882	Cgl0325	340566	341327	G18NG-9882-MONOMER
G18NG-10543	Cgl0972	1033266	1033646	G18NG-10543-MONOMER
G18NG-10061	Cgl0499	528040	528771	G18NG-10061-MONOMER
G18NG-12400	Cgl2783	2968952	2969812	G18NG-12400-MONOMER
G18NG-9932	Cgl0375	397229	398206	G18NG-9932-MONOMER
G18NG-11558	Cgl1966	2071624	2071743	G18NG-11558-MONOMER
G18NG-10846	Cgl1273	1340724	1341740	G18NG-10846-MONOMER
G18NG-10470	Cgl0900	954941	955357	G18NG-10470-MONOMER
G18NG-9861	Cgl0305	318696	319016	G18NG-9861-MONOMER
G18NG-10167	Cgl0605	618090	619013	G18NG-10167-MONOMER
G18NG-11496	Cgl1904	2006774	2007637	G18NG-11496-MONOMER
G18NG-10395	Cgl0826	874066	874944	G18NG-10395-MONOMER
G18NG-11850	Cgl2256	2387998	2388825	G18NG-11850-MONOMER
G18NG-9782	Cgl0229	244015	244218	G18NG-9782-MONOMER
G18NG-11465		1981663	1982031	G18NG-11465-MONOMER
G18NG-11517	Cgl1925	2029177	2030160	G18NG-11517-MONOMER
G18NG-10347	Cgl0785	825993	826517	G18NG-10347-MONOMER
G18NG-9712	Cgl0163	175319	176275	G18NG-9712-MONOMER
G18NG-9858	Cgl0302	317078	317896	G18NG-9858-MONOMER
G18NG-11446		1967286	1967435	G18NG-11446-MONOMER
G18NG-9647	Cgl0098	106627	107289	G18NG-9647-MONOMER
G18NG-12377	Cgl2760	2945637	2946527	G18NG-12377-MONOMER
G18NG-11422	Cgl1830	1941107	1941553	G18NG-11422-MONOMER
G18NG-11403	Cgl1811	1920344	1921276	G18NG-11403-MONOMER
G18NG-10143	Cgl0581	594939	595382	G18NG-10143-MONOMER
G18NG-9552	Cgl0012	11520	11768	G18NG-9552-MONOMER
G18NG-11381	Cgl1789	1894736	1897231	G18NG-11381-MONOMER
G18NG-11821	Cgl2229	2362816	2364156	G18NG-11821-MONOMER
G18NG-12671		3252314	3252637	G18NG-12671-MONOMER
G18NG-11359	Cgl1767	1865842	1866222	G18NG-11359-MONOMER
G18NG-11495	Cgl1903	2005459	2006697	G18NG-11495-MONOMER
G18NG-12594	Cgl2973	3174782	3174991	G18NG-12594-MONOMER
G18NG-11339	Cgl1747	1847315	1847935	G18NG-11339-MONOMER
G18NG-9840	Cgl0284	299723	301261	G18NG-9840-MONOMER
G18NG-12541	Cgl2923	3124339	3124887	G18NG-12541-MONOMER
G18NG-11317	Cgl1725	1818798	1819169	G18NG-11317-MONOMER
G18NG-12359	Cgl2742	2922119	2923621	G18NG-12359-MONOMER
G18NG-12495	Cgl2876	3074048	3075451	G18NG-12495-MONOMER
G18NG-11298	Cgl1706	1804629	1804868	G18NG-11298-MONOMER
G18NG-10807	Cgl1234	1298997	1300145	G18NG-10807-MONOMER
G18NG-12425	Cgl2808	2997152	2997370	G18NG-12425-MONOMER
G18NG-12421	Cgl2804	2989952	2993287	G18NG-12421-MONOMER
G18NG-10120	Cgl0558	571476	572270	G18NG-10120-MONOMER
G18NG-11275	Cgl1683	1789080	1789565	G18NG-11275-MONOMER
G18NG-12373	Cgl2756	2940445	2941509	G18NG-12373-MONOMER
G18NG-11801	Cgl2209	2342305	2343351	G18NG-11801-MONOMER
G18NG-11201	Cgl1616	1714299	1714763	G18NG-11201-MONOMER
G18NG-12321	Cgl2704	2875868	2876281	G18NG-12321-MONOMER
G18NG-11455		1975171	1975797	G18NG-11455-MONOMER
G18NG-11121	Cgl1536	1621056	1621841	G18NG-11121-MONOMER
G18NG-12251	Cgl2634	2803248	2803997	G18NG-12251-MONOMER
G18NG-9818	Cgl0263	279893	280282	G18NG-9818-MONOMER
G18NG-11065	Cgl1482	1561780	1562556	G18NG-11065-MONOMER
G18NG-12164	Cgl2556	2711851	2712378	G18NG-12164-MONOMER
G18NG-12330	Cgl2713	2884933	2886498	G18NG-12330-MONOMER
G18NG-10991	Cgl1409	1484675	1486030	G18NG-10991-MONOMER
G18NG-12107	Cgl2503	2653324	2654019	G18NG-12107-MONOMER
G18NG-10786	Cgl1213	1279151	1279525	G18NG-10786-MONOMER
G18NG-10928	Cgl1350	1411434	1412000	G18NG-10928-MONOMER
G18NG-12051	Cgl2452	2595186	2595809	G18NG-12051-MONOMER
G18NG-10101	Cgl0539	556289	556693	G18NG-10101-MONOMER
G18NG-10897	Cgl1319	1383930	1384088	G18NG-10897-MONOMER
G18NG-12002	Cgl2405	2546828	2547322	G18NG-12002-MONOMER
G18NG-11782	Cgl2190	2323086	2324312	G18NG-11782-MONOMER
G18NG-10851	Cgl1278	1344018	1344467	G18NG-10851-MONOMER
G18NG-10342	Cgl0781	821287	822105	G18NG-10342-MONOMER
G18NG-11384	Cgl1792	1899801	1900916	G18NG-11384-MONOMER
G18NG-11904	Cgl2307	2443354	2444016	G18NG-11904-MONOMER
G18NG-10755	Cgl1182	1242153	1242275	G18NG-10755-MONOMER
G18NG-9799	Cgl0244	261402	262058	G18NG-9799-MONOMER
G18NG-10305	Cgl0743	781468	781878	G18NG-10305-MONOMER
G18NG-11856	Cgl2262	2393426	2393974	G18NG-11856-MONOMER
G18NG-12309	Cgl2692	2864865	2865344	G18NG-12309-MONOMER
G18NG-10691	Cgl1119	1164971	1165612	G18NG-10691-MONOMER
G18NG-10245	Cgl0683	698919	699272	G18NG-10245-MONOMER
G18NG-10769	Cgl1196	1259990	1261201	G18NG-10769-MONOMER
G18NG-11819	Cgl2227	2358770	2359417	G18NG-11819-MONOMER
G18NG-10619	Cgl1047	1097229	1097729	G18NG-10619-MONOMER
G18NG-10077	Cgl0515	537328	537744	G18NG-10077-MONOMER
G18NG-10170	Cgl0608	621717	622160	G18NG-10170-MONOMER
G18NG-11724	Cgl2132	2253193	2253663	G18NG-11724-MONOMER
G18NG-11763	Cgl2171	2298449	2299429	G18NG-11763-MONOMER
G18NG-10572	Cgl0999	1054859	1055725	G18NG-10572-MONOMER
G18NG-10118		570753	571367	G18NG-10118-MONOMER
G18NG-11329	Cgl1737	1832167	1834047	G18NG-11329-MONOMER
G18NG-9971		436573	436767	G18NG-9971-MONOMER
G18NG-11655		2175885	2176046	G18NG-11655-MONOMER
G18NG-9774	Cgl0222	236326	237345	G18NG-9774-MONOMER
G18NG-10531	Cgl0961	1017271	1017870	G18NG-10531-MONOMER
G18NG-10054	Cgl0492	521676	522476	G18NG-10054-MONOMER
G18NG-12282	Cgl2665	2832791	2834185	G18NG-12282-MONOMER
G18NG-9918	Cgl0361	383493	383768	G18NG-9918-MONOMER
G18NG-11548	Cgl1956	2065391	2065627	G18NG-11548-MONOMER
G18NG-10749	Cgl1177	1234983	1235615	G18NG-10749-MONOMER
G18NG-10450	Cgl0880	933057	933710	G18NG-10450-MONOMER
G18NG-9856	Cgl0300	314980	316005	G18NG-9856-MONOMER
G18NG-10055	Cgl0493	522694	523062	G18NG-10055-MONOMER
G18NG-11486	Cgl1894	1996768	1997115	G18NG-11486-MONOMER
G18NG-10390	Cgl0821	869376	869903	G18NG-10390-MONOMER
G18NG-11744	Cgl2152	2276879	2277337	G18NG-11744-MONOMER
G18NG-9771	Cgl0219	233913	234821	G18NG-9771-MONOMER
G18NG-11461		1978660	1979220	G18NG-11461-MONOMER
G18NG-11255	Cgl1670	1769678	1770340	G18NG-11255-MONOMER
G18NG-9704	Cgl0154	165717	166460	G18NG-9704-MONOMER
G18NG-11442		1963511	1964743	G18NG-11442-MONOMER
G18NG-9750	Cgl0201	217940	218746	G18NG-9750-MONOMER
