Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-2
CGTRNA_RS00960	CGTRNA_RS00960	194602	195039	PAS domain S-box protein	CGTRNA_RS00960	cg0228
CGTRNA_RS09995	CGTRNA_RS09995	2123108	2124244	ThiF family adenylyltransferase	CGTRNA_RS09995 // CGTRNA_RS09990 // thiS // thiO // CGTRNA_RS09975	cg2240
rfbB	CGTRNA_RS01750	350311	351330	dTDP-glucose 4,6-dehydratase	CGTRNA_RS01755 // rfbB // CGTRNA_RS01745 // rfbA	cg0403
CGTRNA_RS00200	CGTRNA_RS00200	36244	37242	helix-turn-helix domain-containing protein	CGTRNA_RS00200	cg0051
CGTRNA_RS13140	CGTRNA_RS13140	2796650	2798653	dipeptide/oligopeptide/nickel ABC transporter permease/ATP-binding protein	CGTRNA_RS13145 // CGTRNA_RS13140 // CGTRNA_RS13135	cg2939
CGTRNA_RS09900	CGTRNA_RS09900	2106282	2107175	phosphatidate cytidylyltransferase	CGTRNA_RS09900	cg2216
CGTRNA_RS04840	CGTRNA_RS04840	1026133	1027866	ABC transporter ATP-binding protein	CGTRNA_RS04840 // CGTRNA_RS04835	cg1101
CGTRNA_RS04120	CGTRNA_RS04120	868854	869045	hypothetical protein	CGTRNA_RS04120	cg0935
CGTRNA_RS01495	CGTRNA_RS01495	298329	299684	MHS family MFS transporter	CGTRNA_RS01500 // CGTRNA_RS01495	cg0340
CGTRNA_RS08050	CGTRNA_RS08050	1704456	1704776	hypothetical protein	CGTRNA_RS08050 // gmk	cg1811
CGTRNA_RS13145	CGTRNA_RS13145	2798650	2799468	ABC transporter ATP-binding protein	CGTRNA_RS13145 // CGTRNA_RS13140 // CGTRNA_RS13135	cg2940
CGTRNA_RS08375	CGTRNA_RS08375	1775926	1776546	copper resistance protein CopC	CGTRNA_RS08375 // CGTRNA_RS08370 // CGTRNA_RS08365	cg1884
CGTRNA_RS01970	CGTRNA_RS01970	401149	402798	MFS transporter	CGTRNA_RS01975 // CGTRNA_RS01970 // CGTRNA_RS01965	cg0455
CGTRNA_RS08475	CGTRNA_RS08475	1793314	1793913	ABC transporter ATP-binding protein	CGTRNA_RS08480 // CGTRNA_RS08475	cg1903
CGTRNA_RS08785	CGTRNA_RS08785	1854068	1855348	hypothetical protein	CGTRNA_RS08785	cg1976
CGTRNA_RS13150	CGTRNA_RS13150	2799521	2800144	LysE family translocator	CGTRNA_RS13150	cg2941
CGTRNA_RS00725	CGTRNA_RS00725	147571	147981	aspartate 1-decarboxylase	CGTRNA_RS00725	cg0172
CGTRNA_RS09370	CGTRNA_RS09370	1988011	1988250	DUF3039 domain-containing protein	CGTRNA_RS09370 // CGTRNA_RS09365	cg2098
CGTRNA_RS13155	CGTRNA_RS13155	2800231	2800716	Lrp/AsnC family transcriptional regulator	CGTRNA_RS13155	cg2942
CGTRNA_RS03525	CGTRNA_RS03525	724885	727035	acyltransferase	CGTRNA_RS03525	cg0808
CGTRNA_RS04845	CGTRNA_RS04845	1027972	1030470	bifunctional lysylphosphatidylglycerol flippase/synthetase MprF	CGTRNA_RS04850 // CGTRNA_RS04845	cg1103
CGTRNA_RS13160	CGTRNA_RS13160	2800764	2801126	hypothetical protein	CGTRNA_RS13160	cg2943
CGTRNA_RS04140	CGTRNA_RS04140	871386	872213	glutaminyl-peptide cyclotransferase	CGTRNA_RS04140 // CGTRNA_RS04135	cg0940
ilvD	CGTRNA_RS06335	1334908	1336749	dihydroxy-acid dehydratase	ilvD	cg1432
CGTRNA_RS13165	CGTRNA_RS13165	2801210	2801692	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	CGTRNA_RS13175 // CGTRNA_RS13170 // CGTRNA_RS13165	cg2944
CGTRNA_RS08610	CGTRNA_RS08610	1814353	1815081	hypothetical protein	CGTRNA_RS08610	cg1934
CGTRNA_RS02345	CGTRNA_RS02345	481127	481390	hypothetical protein	CGTRNA_RS02350 // CGTRNA_RS02345	cg0544
CGTRNA_RS15670	CGTRNA_RS15670	1934991	1935830	Cgl1822 family protein	CGTRNA_RS15670	cg2042
CGTRNA_RS13170	CGTRNA_RS13170	2801685	2802455	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	CGTRNA_RS13175 // CGTRNA_RS13170 // CGTRNA_RS13165	cg2945
CGTRNA_RS00245	CGTRNA_RS00245	46666	48021	serine/threonine-protein phosphatase	CGTRNA_RS00255 // CGTRNA_RS00250 // CGTRNA_RS00245 // CGTRNA_RS00240 // CGTRNA_RS00235 // CGTRNA_RS00230 // pknB	cg0062
CGTRNA_RS10000	CGTRNA_RS10000	2124507	2126783	RNA-binding transcriptional accessory protein	CGTRNA_RS10010 // CGTRNA_RS10005 // CGTRNA_RS10000	cg2241
CGTRNA_RS01865	CGTRNA_RS01865	378666	379838	hypothetical protein	CGTRNA_RS01870 // CGTRNA_RS01865	cg0431
CGTRNA_RS08140	CGTRNA_RS08140	1722889	1723194	winged helix-turn-helix transcriptional regulator	CGTRNA_RS08140 // CGTRNA_RS08135	cg1831
ureG	CGTRNA_RS00495	94900	95517	urease accessory protein UreG	CGTRNA_RS00500 // ureG // CGTRNA_RS00490 // ureE // ureC // CGTRNA_RS00475 // CGTRNA_RS00470	cg0118
CGTRNA_RS04850	CGTRNA_RS04850	1030473	1031753	esterase family protein	CGTRNA_RS04850 // CGTRNA_RS04845	cg1104
CGTRNA_RS13175	CGTRNA_RS13175	2802462	2803058	CarD family transcriptional regulator	CGTRNA_RS13175 // CGTRNA_RS13170 // CGTRNA_RS13165	cg2946
CGTRNA_RS00030	CGTRNA_RS00030	7830	8798	alpha/beta fold hydrolase	CGTRNA_RS00030	cg0008
CGTRNA_RS13180	CGTRNA_RS13180	2803366	2804091	response regulator transcription factor	CGTRNA_RS13185 // CGTRNA_RS13180	cg2947
thiM	CGTRNA_RS07345	1543583	1544389	hydroxyethylthiazole kinase	thiM // CGTRNA_RS07340	cg1655
CGTRNA_RS10005	CGTRNA_RS10005	2126794	2127771	LacI family DNA-binding transcriptional regulator	CGTRNA_RS10010 // CGTRNA_RS10005 // CGTRNA_RS10000	cg2242
CGTRNA_RS13185	CGTRNA_RS13185	2804088	2805206	HAMP domain-containing histidine kinase	CGTRNA_RS13185 // CGTRNA_RS13180	cg2948
CGTRNA_RS01140	CGTRNA_RS01140	231846	232268	phage holin family protein	hisC // CGTRNA_RS01140 // CGTRNA_RS01135	cg0266
CGTRNA_RS01195	CGTRNA_RS01195	241638	241710	tRNA-Arg	CGTRNA_RS01195	tRNA_3537
maf	CGTRNA_RS03530	727342	727935	septum formation inhibitor Maf	CGTRNA_RS03545 // CGTRNA_RS03540 // CGTRNA_RS03535 // maf	cg0809
CGTRNA_RS05855	CGTRNA_RS05855	1231463	1231951	winged helix-turn-helix transcriptional regulator	CGTRNA_RS05855	cg1324
CGTRNA_RS04855	CGTRNA_RS04855	1031836	1033341	amino acid permease	CGTRNA_RS04855	cg1105
CGTRNA_RS13190	CGTRNA_RS13190	2805394	2805978	hypothetical protein	CGTRNA_RS13190	cg2949
CGTRNA_RS06210	CGTRNA_RS06210	1307389	1308852	DHA2 family efflux MFS transporter permease subunit	CGTRNA_RS06210	cg1399
CGTRNA_RS04145	CGTRNA_RS04145	872189	872890	aminotransferase class IV	CGTRNA_RS04145	cg0941
rbsD	CGTRNA_RS06275	1322420	1322791	D-ribose pyranase	rbsD // CGTRNA_RS06270 // CGTRNA_RS06265	cg1414
radA	CGTRNA_RS13195	2806099	2807493	DNA repair protein RadA	disA // radA	cg2950
CGTRNA_RS07085	CGTRNA_RS07085	1488705	1489526	TlyA family rRNA (cytidine-2'-O)-methyltransferase	CGTRNA_RS07090 // CGTRNA_RS07085	cg1600
gltB	CGTRNA_RS00965	195241	199773	glutamate synthase large subunit	CGTRNA_RS00970 // gltB	cg0229
disA	CGTRNA_RS13200	2807497	2808597	DNA integrity scanning protein DisA	disA // radA	cg2951
CGTRNA_RS10010	CGTRNA_RS10010	2127801	2129231	anion permease	CGTRNA_RS10010 // CGTRNA_RS10005 // CGTRNA_RS10000	cg2243
rrf	CGTRNA_RS12620	2684251	2684367	5S ribosomal RNA	rrf	cgr13
CGTRNA_RS04860	CGTRNA_RS04860	1033442	1033654	antitoxin	CGTRNA_RS04865 // CGTRNA_RS04860	cg1106
CGTRNA_RS13205	CGTRNA_RS13205	2808589	2809278	hypothetical protein	CGTRNA_RS13205	cg2952
CGTRNA_RS06485	CGTRNA_RS06485	1366342	1366647	hypothetical protein	CGTRNA_RS06490 // CGTRNA_RS06485 // CGTRNA_RS06480	cg1468
CGTRNA_RS08510	CGTRNA_RS08510	1799492	1800229	hypothetical protein	CGTRNA_RS08510	cg1911
CGTRNA_RS13210	CGTRNA_RS13210	2809354	2810808	aldehyde dehydrogenase family protein	CGTRNA_RS13210	cg2953
CGTRNA_RS02510	CGTRNA_RS02510	516493	520494	DNA-directed RNA polymerase subunit beta'	CGTRNA_RS02510 // CGTRNA_RS02505	cg0577
CGTRNA_RS02220	CGTRNA_RS02220	457266	459902	cation-translocating P-type ATPase	CGTRNA_RS02220	cg0515
CGTRNA_RS07855	CGTRNA_RS07855	1657148	1658170	ABC transporter ATP-binding protein	CGTRNA_RS07865 // CGTRNA_RS07860 // CGTRNA_RS07855 // mptB	cg1767
CGTRNA_RS13215	CGTRNA_RS13215	2811262	2811885	carbonic anhydrase	CGTRNA_RS13215	cg2954
CGTRNA_RS10015	CGTRNA_RS10015	2129334	2130620	3-carboxy-cis,cis-muconate cycloisomerase	CGTRNA_RS10015	cg2244
CGTRNA_RS09375	CGTRNA_RS09375	1988308	1988805	DUF3099 domain-containing protein	CGTRNA_RS09385 // CGTRNA_RS09380 // CGTRNA_RS09375	cg2099
CGTRNA_RS13220	CGTRNA_RS13220	2811952	2812833	A/G-specific adenine glycosylase	CGTRNA_RS13225 // CGTRNA_RS13220	cg2955
CGTRNA_RS04865	CGTRNA_RS04865	1033666	1034253	hypothetical protein	CGTRNA_RS04865 // CGTRNA_RS04860	cg1107
CGTRNA_RS03535	CGTRNA_RS03535	727940	728188	acyl-CoA carboxylase subunit epsilon	CGTRNA_RS03545 // CGTRNA_RS03540 // CGTRNA_RS03535 // maf	cg0810
CGTRNA_RS13225	CGTRNA_RS13225	2812871	2814028	hypothetical protein	CGTRNA_RS13225 // CGTRNA_RS13220	cg2956
CGTRNA_RS06440	CGTRNA_RS06440	1359024	1359680	DNA polymerase III subunit epsilon	CGTRNA_RS06440 // CGTRNA_RS06435	cg1457
CGTRNA_RS02100	CGTRNA_RS02100	432122	433027	hypothetical protein	CGTRNA_RS02100	cg0487
CGTRNA_RS04150	CGTRNA_RS04150	873323	874684	NCS2 family permease	CGTRNA_RS04155 // CGTRNA_RS04150	cg0944
CGTRNA_RS02465	CGTRNA_RS02465	502924	504285	NAD-dependent succinate-semialdehyde dehydrogenase	CGTRNA_RS02470 // CGTRNA_RS02465 // gabT	cg0567
CGTRNA_RS15750	CGTRNA_RS15750	2814064	2814237	DUF4236 domain-containing protein	CGTRNA_RS15750	cg2957
CGTRNA_RS10020	CGTRNA_RS10020	2131158	2131538	hypothetical protein	trmD // CGTRNA_RS10025 // CGTRNA_RS10020	cg2247
CGTRNA_RS13230	CGTRNA_RS13230	2814384	2815160	acetoin reductase	CGTRNA_RS13230	cg2958
CGTRNA_RS06625	CGTRNA_RS06625	1392263	1394386	ATP-dependent DNA helicase RecG	coaD // rsmD // CGTRNA_RS06630 // CGTRNA_RS06625 // CGTRNA_RS06620 // CGTRNA_RS06615 // CGTRNA_RS06610	cg1498
CGTRNA_RS13235	CGTRNA_RS13235	2815802	2816545	hypothetical protein	CGTRNA_RS13235	cg2960
CGTRNA_RS08145	CGTRNA_RS08145	1723249	1724325	iron ABC transporter permease	CGTRNA_RS08155 // CGTRNA_RS08150 // CGTRNA_RS08145	cg1832
CGTRNA_RS03050	CGTRNA_RS03050	618434	619558	GuaB3 family IMP dehydrogenase-related protein	CGTRNA_RS03050	cg0700
CGTRNA_RS04870	CGTRNA_RS04870	1034227	1034598	hypothetical protein	CGTRNA_RS04870	cg1108
CGTRNA_RS13240	CGTRNA_RS13240	2816737	2817030	antibiotic biosynthesis monooxygenase	CGTRNA_RS13240	cg2962
CGTRNA_RS10060	CGTRNA_RS10060	2136171	2137040	ABC transporter permease	CGTRNA_RS10065 // CGTRNA_RS10060	cg2255
CGTRNA_RS00570	CGTRNA_RS00570	115950	116267	DUF202 domain-containing protein	CGTRNA_RS00570 // CGTRNA_RS00565	cg0136
CGTRNA_RS02950	CGTRNA_RS02950	599700	599936	hypothetical protein	CGTRNA_RS02950 // CGTRNA_RS02945 // CGTRNA_RS02940	cg0679
CGTRNA_RS06435	CGTRNA_RS06435	1357156	1359024	cyclic nucleotide-binding/CBS domain-containing protein	CGTRNA_RS06440 // CGTRNA_RS06435	cg1456
CGTRNA_RS13245	CGTRNA_RS13245	2817471	2820248	ATP-dependent Clp protease ATP-binding subunit	CGTRNA_RS13245	cg2963
CGTRNA_RS08415	CGTRNA_RS08415	1779571	1780980	hypothetical protein	CGTRNA_RS08415	cg1890
CGTRNA_RS07720	CGTRNA_RS07720	1626892	1627392	hypothetical protein	CGTRNA_RS07720	cg1736
CGTRNA_RS13250	CGTRNA_RS13250	2820537	2821970	GuaB1 family IMP dehydrogenase-related protein	CGTRNA_RS13250	cg2964
CGTRNA_RS10025	CGTRNA_RS10025	2131554	2132246	membrane protein	trmD // CGTRNA_RS10025 // CGTRNA_RS10020	cg2248
CGTRNA_RS13255	CGTRNA_RS13255	2822158	2823090	helix-turn-helix domain-containing protein	CGTRNA_RS13255	cg2965
hisC	CGTRNA_RS01145	232258	233283	histidinol-phosphate transaminase	hisC // CGTRNA_RS01140 // CGTRNA_RS01135	cg0267
CGTRNA_RS08870	CGTRNA_RS08870	1872570	1872803	hypothetical protein	CGTRNA_RS08870	cg1994
CGTRNA_RS03540	CGTRNA_RS03540	728212	729825	acyl-CoA carboxylase subunit beta	CGTRNA_RS03545 // CGTRNA_RS03540 // CGTRNA_RS03535 // maf	cg0811
CGTRNA_RS05860	CGTRNA_RS05860	1232087	1232302	PspC domain-containing protein	CGTRNA_RS05860	cg1325
CGTRNA_RS04875	CGTRNA_RS04875	1034736	1035116	porin	CGTRNA_RS04875	cg1109
CGTRNA_RS13260	CGTRNA_RS13260	2823243	2825126	FAD-dependent monooxygenase	CGTRNA_RS13260	cg2966
CGTRNA_RS09090	CGTRNA_RS09090	1933404	1933787	helix-turn-helix transcriptional regulator	CGTRNA_RS09090	cg2040
CGTRNA_RS04155	CGTRNA_RS04155	874684	875514	RNA methyltransferase	CGTRNA_RS04155 // CGTRNA_RS04150	cg0945
CGTRNA_RS07650	CGTRNA_RS07650	1610889	1610974	tRNA-Leu	CGTRNA_RS07655 // CGTRNA_RS07650	tRNA_3560
CGTRNA_RS00970	CGTRNA_RS00970	199773	201293	glutamate synthase subunit beta	CGTRNA_RS00970 // gltB	cg0230
CGTRNA_RS07610	CGTRNA_RS07610	1602159	1603274	quinone-dependent dihydroorotate dehydrogenase	CGTRNA_RS07610 // CGTRNA_RS07605 // CGTRNA_RS07600	cg1713
CGTRNA_RS06285	CGTRNA_RS06285	1323861	1324877	iron-siderophore ABC transporter substrate-binding protein	CGTRNA_RS06285	cg1418
CGTRNA_RS13265	CGTRNA_RS13265	2825325	2827043	hypothetical protein	CGTRNA_RS13270 // CGTRNA_RS13265	cg2968
trmD	CGTRNA_RS10030	2132243	2133121	tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD // CGTRNA_RS10025 // CGTRNA_RS10020	cg2249
CGTRNA_RS06865	CGTRNA_RS06865	1438333	1438716	helix-turn-helix transcriptional regulator	CGTRNA_RS06865	cg1552
CGTRNA_RS13270	CGTRNA_RS13270	2827077	2829020	hypothetical protein	CGTRNA_RS13270 // CGTRNA_RS13265	cg2969
CGTRNA_RS01840	CGTRNA_RS01840	373501	374817	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	CGTRNA_RS01850 // murB // CGTRNA_RS01840	cg0422
CGTRNA_RS04880	CGTRNA_RS04880	1035448	1036212	lytic transglycosylase family protein	CGTRNA_RS04880	cg1110
CGTRNA_RS13275	CGTRNA_RS13275	2829103	2830827	hypothetical protein	CGTRNA_RS13275	cg2970
CGTRNA_RS03070	CGTRNA_RS03070	623178	623621	hypothetical protein	CGTRNA_RS03070	cg0704
pyrF	CGTRNA_RS08055	1704982	1705818	orotidine-5'-phosphate decarboxylase	pyrR // CGTRNA_RS08075 // CGTRNA_RS08070 // carA // carB // pyrF	cg1812
CGTRNA_RS13280	CGTRNA_RS13280	2830918	2832363	multidrug efflux MFS transporter	CGTRNA_RS13280	cg2971
rplF	CGTRNA_RS02725	555751	556287	50S ribosomal protein L6	rplO // rpmD // rpsE // rplR // rplF // rpsH	cg0629
lexA	CGTRNA_RS09445	2006798	2007559	transcriptional repressor LexA	lexA	cg2114
CGTRNA_RS13285	CGTRNA_RS13285	2832500	2833453	DUF559 domain-containing protein	CGTRNA_RS13285	cg2973
CGTRNA_RS10035	CGTRNA_RS10035	2133148	2133798	DUF4232 domain-containing protein	CGTRNA_RS10035	cg2250
CGTRNA_RS09380	CGTRNA_RS09380	1988798	1990327	class I SAM-dependent methyltransferase	CGTRNA_RS09385 // CGTRNA_RS09380 // CGTRNA_RS09375	cg2100
CGTRNA_RS02295	CGTRNA_RS02295	472947	473813	hypothetical protein	CGTRNA_RS02295	cg0532
lysS	CGTRNA_RS13290	2833810	2835390	lysine--tRNA ligase	lysS	cg2974
CGTRNA_RS04910	CGTRNA_RS04910	1040188	1041120	threonine/serine dehydratase	CGTRNA_RS04910	cg1116
CGTRNA_RS03545	CGTRNA_RS03545	730166	731797	acyl-CoA carboxylase subunit beta	CGTRNA_RS03545 // CGTRNA_RS03540 // CGTRNA_RS03535 // maf	cg0812
eno	CGTRNA_RS04885	1036419	1037696	phosphopyruvate hydratase	eno	cg1111
CGTRNA_RS13295	CGTRNA_RS13295	2835437	2836237	pantoate--beta-alanine ligase	folE // folP // folB // folK // CGTRNA_RS13310 // CGTRNA_RS13305 // CGTRNA_RS13300 // CGTRNA_RS13295	cg2975
CGTRNA_RS01695	CGTRNA_RS01695	337540	338772	MFS transporter	CGTRNA_RS01700 // CGTRNA_RS01695	cg0390
CGTRNA_RS04160	CGTRNA_RS04160	875537	876409	hypothetical protein	CGTRNA_RS04165 // CGTRNA_RS04160	cg0946
CGTRNA_RS13300	CGTRNA_RS13300	2836234	2836929	hypothetical protein	folE // folP // folB // folK // CGTRNA_RS13310 // CGTRNA_RS13305 // CGTRNA_RS13300 // CGTRNA_RS13295	cg2976
CGTRNA_RS08615	CGTRNA_RS08615	1815252	1815992	FadR family transcriptional regulator	CGTRNA_RS08615	cg1935
CGTRNA_RS01380	CGTRNA_RS01380	277984	278277	hypothetical protein	CGTRNA_RS01380	cg0316
CGTRNA_RS08780	CGTRNA_RS08780	1852692	1853915	hypothetical protein	CGTRNA_RS08780	cg1975
CGTRNA_RS13305	CGTRNA_RS13305	2836929	2837678	hypothetical protein	folE // folP // folB // folK // CGTRNA_RS13310 // CGTRNA_RS13305 // CGTRNA_RS13300 // CGTRNA_RS13295	cg2977
CGTRNA_RS06730	CGTRNA_RS06730	1410892	1411269	hypothetical protein	CGTRNA_RS06730	cg1519
CGTRNA_RS00250	CGTRNA_RS00250	48021	48485	FHA domain-containing protein	CGTRNA_RS00255 // CGTRNA_RS00250 // CGTRNA_RS00245 // CGTRNA_RS00240 // CGTRNA_RS00235 // CGTRNA_RS00230 // pknB	cg0063
rimM	CGTRNA_RS10040	2133795	2134310	ribosome maturation factor RimM	rimM	cg2251
CGTRNA_RS07740	CGTRNA_RS07740	1632131	1632796	SDR family oxidoreductase	CGTRNA_RS07745 // CGTRNA_RS07740	cg1740
CGTRNA_RS13310	CGTRNA_RS13310	2837689	2838156	DUF3180 domain-containing protein	folE // folP // folB // folK // CGTRNA_RS13310 // CGTRNA_RS13305 // CGTRNA_RS13300 // CGTRNA_RS13295	cg2978
CGTRNA_RS08150	CGTRNA_RS08150	1724339	1725298	ABC transporter substrate-binding protein	CGTRNA_RS08155 // CGTRNA_RS08150 // CGTRNA_RS08145	cg1833
CGTRNA_RS04890	CGTRNA_RS04890	1037786	1038328	septum formation initiator family protein	CGTRNA_RS04900 // CGTRNA_RS04895 // CGTRNA_RS04890	cg1112
folK	CGTRNA_RS13315	2838172	2838651	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase	folE // folP // folB // folK // CGTRNA_RS13310 // CGTRNA_RS13305 // CGTRNA_RS13300 // CGTRNA_RS13295	cg2979
folB	CGTRNA_RS13320	2838651	2839043	dihydroneopterin aldolase	folE // folP // folB // folK // CGTRNA_RS13310 // CGTRNA_RS13305 // CGTRNA_RS13300 // CGTRNA_RS13295	cg2981
CGTRNA_RS07355	CGTRNA_RS07355	1546443	1547759	class I SAM-dependent methyltransferase	CGTRNA_RS07355	cg1657
folP	CGTRNA_RS13325	2839036	2839890	dihydropteroate synthase	folE // folP // folB // folK // CGTRNA_RS13310 // CGTRNA_RS13305 // CGTRNA_RS13300 // CGTRNA_RS13295	cg2982
folE	CGTRNA_RS13330	2839891	2840496	GTP cyclohydrolase I FolE	folE // folP // folB // folK // CGTRNA_RS13310 // CGTRNA_RS13305 // CGTRNA_RS13300 // CGTRNA_RS13295	cg2983
CGTRNA_RS01160	CGTRNA_RS01160	233914	234822	DUF3800 domain-containing protein	CGTRNA_RS01160	cg0269
CGTRNA_RS01220	CGTRNA_RS01220	244295	244385	tRNA-Ser	CGTRNA_RS01220	tRNA_3538
CGTRNA_RS03550	CGTRNA_RS03550	731909	732775	biotin--[acetyl-CoA-carboxylase] ligase	CGTRNA_RS03580 // purE // CGTRNA_RS03570 // CGTRNA_RS03565 // CGTRNA_RS03560 // CGTRNA_RS03555 // CGTRNA_RS03550	cg0814
CGTRNA_RS05865	CGTRNA_RS05865	1232379	1232801	hypothetical protein	CGTRNA_RS05865	cg1326
CGTRNA_RS04895	CGTRNA_RS04895	1038364	1038918	DUF501 domain-containing protein	CGTRNA_RS04900 // CGTRNA_RS04895 // CGTRNA_RS04890	cg1113
ftsH	CGTRNA_RS13335	2840474	2843035	ATP-dependent zinc metalloprotease FtsH	ftsH	cg2984
CGTRNA_RS10045	CGTRNA_RS10045	2134440	2134790	cupin domain-containing protein	CGTRNA_RS10045	cg2252
CGTRNA_RS04165	CGTRNA_RS04165	876419	877354	DUF3071 domain-containing protein	CGTRNA_RS04165 // CGTRNA_RS04160	cg0947
CGTRNA_RS01615	CGTRNA_RS01615	319333	321690	DEAD/DEAH box helicase	CGTRNA_RS01615	cg0370
hpt	CGTRNA_RS13340	2843168	2843752	hypoxanthine phosphoribosyltransferase	hpt	cg2985
CGTRNA_RS07090	CGTRNA_RS07090	1489526	1490488	NAD kinase	CGTRNA_RS07090 // CGTRNA_RS07085	cg1601
CGTRNA_RS00975	CGTRNA_RS00975	201758	203245	hypothetical protein	CGTRNA_RS00975	cg0233
tilS	CGTRNA_RS13345	2843804	2844748	tRNA lysidine(34) synthetase TilS	dacB // tilS	cg2986
CGTRNA_RS07750	CGTRNA_RS07750	1633127	1633396	ACT domain-containing protein	CGTRNA_RS07755 // CGTRNA_RS07750	cg1742
dacB	CGTRNA_RS13350	2844750	2846033	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	dacB // tilS	cg2987
CGTRNA_RS04900	CGTRNA_RS04900	1038918	1039883	Ppx/GppA family phosphatase	CGTRNA_RS04900 // CGTRNA_RS04895 // CGTRNA_RS04890	cg1115
CGTRNA_RS00095	CGTRNA_RS00095	17857	18729	cytochrome c biogenesis protein CcdA	CGTRNA_RS00100 // CGTRNA_RS00095	cg0025
CGTRNA_RS13355	CGTRNA_RS13355	2846234	2846710	inorganic diphosphatase	CGTRNA_RS13355	cg2988
CGTRNA_RS06490	CGTRNA_RS06490	1366681	1366863	SRPBCC family protein	CGTRNA_RS06490 // CGTRNA_RS06485 // CGTRNA_RS06480	cg1469
CGTRNA_RS02515	CGTRNA_RS02515	520670	520852	hypothetical protein	CGTRNA_RS02520 // CGTRNA_RS02515	cg0578
CGTRNA_RS13360	CGTRNA_RS13360	2847210	2848751	polyamine aminopropyltransferase	CGTRNA_RS13380 // CGTRNA_RS13375 // CGTRNA_RS13370 // CGTRNA_RS13365 // CGTRNA_RS13360	cg2990
CGTRNA_RS07860	CGTRNA_RS07860	1658179	1658985	ABC transporter permease	CGTRNA_RS07865 // CGTRNA_RS07860 // CGTRNA_RS07855 // mptB	cg1768
CGTRNA_RS13365	CGTRNA_RS13365	2848739	2849164	DUF350 domain-containing protein	CGTRNA_RS13380 // CGTRNA_RS13375 // CGTRNA_RS13370 // CGTRNA_RS13365 // CGTRNA_RS13360	cg2991
CGTRNA_RS02800	CGTRNA_RS02800	568271	569077	IclR family transcriptional regulator	CGTRNA_RS02800	cg0646
CGTRNA_RS09385	CGTRNA_RS09385	1990341	1990775	D-tyrosyl-tRNA(Tyr) deacylase	CGTRNA_RS09385 // CGTRNA_RS09380 // CGTRNA_RS09375	cg2101
CGTRNA_RS13370	CGTRNA_RS13370	2849175	2849588	DUF4247 domain-containing protein	CGTRNA_RS13380 // CGTRNA_RS13375 // CGTRNA_RS13370 // CGTRNA_RS13365 // CGTRNA_RS13360	cg2992
CGTRNA_RS03555	CGTRNA_RS03555	732785	733273	hypothetical protein	CGTRNA_RS03580 // purE // CGTRNA_RS03570 // CGTRNA_RS03565 // CGTRNA_RS03560 // CGTRNA_RS03555 // CGTRNA_RS03550	cg0815
CGTRNA_RS02105	CGTRNA_RS02105	433061	433990	Ppx/GppA family phosphatase	CGTRNA_RS02110 // CGTRNA_RS02105	cg0488
CGTRNA_RS13375	CGTRNA_RS13375	2849585	2850085	DUF2617 family protein	CGTRNA_RS13380 // CGTRNA_RS13375 // CGTRNA_RS13370 // CGTRNA_RS13365 // CGTRNA_RS13360	cg2993
rpsP	CGTRNA_RS10050	2134862	2135359	30S ribosomal protein S16	rpsP	cg2253
serC	CGTRNA_RS04170	877453	878583	phosphoserine transaminase	serC	cg0948
CGTRNA_RS13380	CGTRNA_RS13380	2850082	2850693	DUF4178 domain-containing protein	CGTRNA_RS13380 // CGTRNA_RS13375 // CGTRNA_RS13370 // CGTRNA_RS13365 // CGTRNA_RS13360	cg2994
CGTRNA_RS16170	CGTRNA_RS16170	2850760	2851477	PTS transporter subunit EIIB	CGTRNA_RS16170	
CGTRNA_RS08155	CGTRNA_RS08155	1725295	1726050	ABC transporter ATP-binding protein	CGTRNA_RS08155 // CGTRNA_RS08150 // CGTRNA_RS08145	cg1834
CGTRNA_RS01755	CGTRNA_RS01755	351368	351949	nitroreductase	CGTRNA_RS01755 // rfbB // CGTRNA_RS01745 // rfbA	cg0404
CGTRNA_RS06815	CGTRNA_RS06815	1428840	1429277	hypothetical protein	CGTRNA_RS06820 // CGTRNA_RS06815	cg1541
CGTRNA_RS03560	CGTRNA_RS03560	733294	734493	5-(carboxyamino)imidazole ribonucleotide synthase	CGTRNA_RS03580 // purE // CGTRNA_RS03570 // CGTRNA_RS03565 // CGTRNA_RS03560 // CGTRNA_RS03555 // CGTRNA_RS03550	cg0816
CGTRNA_RS04915	CGTRNA_RS04915	1041253	1041450	hypothetical protein	CGTRNA_RS04920 // CGTRNA_RS04915	cg1117
CGTRNA_RS13395	CGTRNA_RS13395	2851783	2853018	FAD-dependent oxidoreductase	CGTRNA_RS13395	cg2999
CGTRNA_RS13400	CGTRNA_RS13400	2853273	2853563	sulfurtransferase	CGTRNA_RS13400	cg3000
